 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                                Range                                              
      0.2       28,157,781      3,004    9,373.4   6,848.0     3,616    29,856      5,971.5  void genericReformat::copyPackedKernel<signed char, signed char, (bool)1, (bool)0, genericReformat:…
      0.2       28,146,340      2,208   12,747.4  12,416.0     4,576    27,392      5,172.7  trt_ampere_h16816gemm_64x64_ldg8_nn_v1                                                              
      0.2       27,911,418      2,348   11,887.3  10,784.0     3,776    40,993      6,395.7  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x32_stage4_warp…
      0.2       27,392,575      2,432   11,263.4  10,240.0     3,840    36,416      5,618.3  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x…
      0.2       26,962,061      1,616   16,684.4  12,705.0     5,248   115,489     13,758.1  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x128x64_stage3_warpsize2x2…
      0.2       26,853,419      3,420    7,851.9   7,680.0     4,288    12,992      1,870.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       26,614,407        518   51,379.2  35,440.5    20,608   210,691     40,007.6  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x256x8_stage3_warpsize1x4x1…
      0.2       26,605,912      1,296   20,529.3  18,849.0    13,056    42,016      6,694.5  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x64x64_stage2_warpsize2x2x1_tensor16x8x8_execute_…
      0.2       26,605,645      1,548   17,187.1  13,440.0     5,280    82,721     13,791.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       26,592,967      2,248   11,829.6  10,336.0     5,184    25,761      4,471.2  trt_ampere_h16816gemm_128x64_sliced1x2_ldg8_nn_v1                                                   
      0.2       26,583,991      1,596   16,656.6  12,480.0     4,992    84,993     14,046.5  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x64x32_stage3_warp…
      0.2       26,502,996      2,180   12,157.3  12,112.5     4,608    25,696      4,696.1  trt_ampere_h16816gemm_128x64_ldg8_nn_v1                                                             
      0.2       26,379,751      1,600   16,487.3  12,449.0     5,184   108,706     13,786.9  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x…
      0.2       26,334,280      2,456   10,722.4   9,984.0     4,288    21,121      3,574.8  trt_ampere_h16816gemm_64x64_sliced1x2_ldg8_tn_v1                                                    
      0.2       26,323,381      1,588   16,576.4  12,544.0     4,992    83,106     13,861.6  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x128x64_stage3_war…
      0.2       26,308,222        598   43,993.7  32,688.5    12,192   223,203     42,508.7  trt_ampere_scudnn_128x128_relu_exp_interior_nhwc_tn_v1                                              
      0.2       26,251,350      2,408   10,901.7  10,048.0     4,352    23,904      3,621.8  trt_ampere_h16816gemm_64x64_sliced1x2_ldg8_nn_v1                                                    
      0.2       26,232,163      1,928   13,605.9  13,696.0     5,824    22,113      3,863.3  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x32x64_stage5_warps…
      0.2       26,200,535        570   45,965.9  33,072.5    15,744   219,778     41,904.5  trt_ampere_scudnn_128x128_relu_interior_nn_v1                                                       
      0.2       26,140,201      1,548   16,886.4  13,088.0     5,088    82,625     14,151.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       26,126,585      1,284   20,347.8  18,753.0    12,896    40,865      6,597.1  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x64x64_stage2_warpsize2x2x1_tensor16x8x8_execute_…
      0.2       25,877,854      1,496   17,298.0  13,216.0     4,992    90,081     15,302.5  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x128x32_stage4_war…
      0.2       25,811,033        602   42,875.5  31,232.5    13,024   190,690     34,964.5  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nchwkrsc_nchw_tilesize128x128x16_stage4_warpsize2x…
      0.2       25,693,203        606   42,398.0  30,976.0    11,232   265,411     41,617.6  trt_ampere_scudnn_128x128_ldg4_relu_exp_interior_nhwc_tn_v1                                         
      0.2       25,651,129      1,688   15,196.2  11,808.0     6,176    51,424      8,495.5  sm80_xmma_fprop_implicit_gemm_interleaved_indexed_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw…
      0.2       25,643,324      2,716    9,441.6   9,536.0     4,416    20,704      3,363.8  sm80_xmma_fprop_implicit_gemm_interleaved_indexed_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw…
      0.2       25,395,872      1,920   13,227.0  13,568.0     6,144    20,032      3,701.9  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1…
      0.2       25,341,367      5,492    4,614.2   3,296.0     2,304    12,864      3,017.0  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.2       25,224,133      2,120   11,898.2  11,776.0     4,256    49,121      4,796.1  trt_ampere_h16816gemm_128x64_ldg8_tn_v1                                                             
      0.2       25,185,249      1,492   16,880.2  12,384.0     5,024    82,210     14,019.8  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2…
      0.2       25,183,759      2,184   11,531.0   9,824.0     5,216    26,401      4,391.7  trt_ampere_h16816gemm_128x64_sliced1x2_ldg8_tn_v1                                                   
      0.2       25,173,599      1,788   14,079.2  11,168.0     6,144    44,128      7,415.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       25,038,039        706   35,464.6  25,087.5    10,304   162,402     28,526.2  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x…
      0.2       24,970,602      1,840   13,571.0  12,384.0     5,856    38,656      6,377.1  sm80_xmma_fprop_implicit_gemm_interleaved_indexed_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw…
      0.2       24,869,825      3,528    7,049.3   6,336.0     3,904    22,816      2,643.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       24,828,527      1,542   16,101.5  13,152.0     5,216    82,657     13,549.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       24,779,107      1,534   16,153.3  12,833.0     5,184    84,449     13,919.8  sm80_xmma_fprop_implicit_gemm_interleaved_indexed_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_…
      0.2       24,660,370      1,558   15,828.2  12,736.0     5,120    82,497     13,456.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       24,568,753      1,636   15,017.6  12,480.0     4,096    55,425      9,636.8  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x32x32_stage4_warp…
      0.2       24,561,718      2,936    8,365.7   7,696.5     4,608    20,288      2,725.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       24,488,773      2,734    8,957.1   8,912.0     3,680    16,064      2,861.2  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_execute_…
      0.2       24,476,050      2,730    8,965.6   9,120.0     3,744    16,064      2,849.4  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_execute_…
      0.2       24,425,588      1,748   13,973.4  12,160.0     4,096    44,481      8,132.6  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4x1x…
      0.2       24,392,576      1,776   13,734.6  10,528.0     5,664    44,384      7,574.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       24,222,107        738   32,821.3  22,880.0     8,832   144,674     27,995.1  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x…
      0.2       24,111,326        678   35,562.4  32,929.0    13,344   115,873     20,923.7  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x128x8_stage3_warpsize1x4x1…
      0.2       24,016,372      1,776   13,522.7  10,208.0     3,808    52,256      9,172.8  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x64x32_stage5_warp…
      0.2       24,000,144        726   33,058.0  32,192.0     9,280   161,059     22,079.9  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x64x8_stage3_warpsize2x2x1…
      0.2       23,968,243      3,048    7,863.6   7,872.0     4,320    11,488      1,740.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       23,953,744      2,928    8,180.9   7,648.0     4,800    19,168      2,510.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       23,900,242      3,178    7,520.5   5,632.0     1,760    34,241      6,361.0  void genericReformat::copyPackedKernel<signed char, __half, (bool)1, (bool)0, genericReformat::Iden…
      0.2       23,886,880        714   33,455.0  22,497.0     9,792   128,865     24,738.9  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage3_warpsize2x2x1…
      0.2       23,873,779      3,124    7,642.1   7,168.0     3,392    19,712      2,813.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       23,864,726        682   34,992.3  32,160.0    14,208   121,345     22,244.4  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x128x8_stage3_warpsize1x4x1…
      0.2       23,863,427      1,446   16,503.1  12,801.0     5,120    96,833     14,263.2  sm80_xmma_fprop_implicit_gemm_interleaved_indexed_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_…
      0.2       23,771,696      2,828    8,405.8   7,744.0     4,480    18,880      3,073.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       23,748,694      2,940    8,077.8   6,288.0     1,760    29,312      6,368.9  void genericReformat::copyPackedKernel<__half, signed char, (bool)1, (bool)0, genericReformat::Iden…
      0.2       23,645,023      2,752    8,591.9   6,657.0     3,616    34,208      5,377.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       23,632,416      5,000    4,726.5   4,160.0     3,200    11,488      1,356.2  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.2       23,571,567      1,670   14,114.7  10,529.0     4,576    63,137     10,910.7  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       23,528,748      2,602    9,042.6   8,768.0     4,352    16,223      2,601.8  sm80_xmma_fprop_implicit_gemm_interleaved_indexed_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_…
      0.2       23,508,845      2,992    7,857.2   4,640.0     1,504    96,673      7,537.1  void genericReformat::copyPackedKernel<float, float, (bool)1, (bool)1, genericReformat::ArrayN<(int…
      0.2       23,492,626        762   30,830.2  24,112.5     9,888   115,329     16,262.4  trt_ampere_scudnn_128x32_sliced1x4_ldg4_relu_exp_interior_nhwc_tn_v1                                
      0.2       23,483,129      1,864   12,598.2  10,048.0     5,664    43,456      7,463.7  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x…
      0.2       23,452,851        786   29,838.2  24,737.0     8,736   107,617     16,474.5  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x64x8_stage3_warpsize1x4x1_…
      0.2       23,398,436      3,180    7,358.0   6,816.0     3,456    17,857      2,658.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       23,352,351      2,936    7,953.8   7,872.0     4,416    28,097      1,804.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       23,338,300        778   29,997.8  25,408.5     9,568    81,921     16,544.6  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x64x8_stage3_warpsize1x4x1_…
      0.2       23,337,574      2,832    8,240.7   8,192.0     4,320    19,168      2,407.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       23,323,443        356   65,515.3  35,233.0    20,768   376,516     71,837.8  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize256x128x8_stage3_warpsize4x2x…
      0.2       23,320,637      2,546    9,159.7   7,456.0     4,544    33,953      5,337.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       23,212,055        770   30,145.5  21,920.0     8,064   154,114     21,855.7  trt_ampere_scudnn_128x64_sliced1x2_ldg4_relu_exp_interior_nhwc_tn_v1                                
      0.2       23,147,444      1,820   12,718.4  11,073.0     4,256    44,096      7,678.5  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x64x64_stage4_warpsize2x1x…
      0.2       23,025,854      1,654   13,921.3  10,272.0     4,512    63,136     10,998.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       22,896,254      1,804   12,691.9   9,984.5     5,376    46,304      7,847.0  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x128x32_stage5_warp…
      0.2       22,779,279      1,650   13,805.6  10,368.0     4,544    63,009     11,128.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       22,743,397      2,622    8,674.1   6,496.0     3,840    33,472      5,342.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       22,732,841      2,770    8,206.8   7,936.0     4,192    16,032      2,392.7  sm80_xmma_fprop_implicit_gemm_interleaved_indexed_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_…
      0.2       22,717,997      2,968    7,654.3   7,424.0     4,384    13,121      1,941.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       22,653,113      2,526    8,968.0   7,136.0     3,616    33,824      5,396.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       22,629,965      1,812   12,488.9  10,336.5     3,808    43,520      7,668.6  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x…
      0.1       22,554,443      2,648    8,517.5   6,464.0     3,584    33,889      5,424.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       22,477,861      1,642   13,689.3  10,368.0     4,672    62,913     11,141.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       22,447,253      1,808   12,415.5  10,528.0     3,904    44,929      7,932.3  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x64x64_stage3_warp…
